Survey Finding,Survey,Finding Category,Number,Penalty Amount,Description
3274ec3f-2b63-4c08-afd2-8d73fb8a63f2,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(ii),,"Does the setting ensure individual needs and preferences of people receiving HCBS are taken into consideration?
Reviewer Observation Comment:
The reviewer observed comprehensive care plans that identified individual needs, challenges, strengths, interests, support systems, etc. The reviewer observed language in the handbook that discussed needs and preferences being taken into consideration. However, the reviewer did not see that the activity interests or level of ability carried through to the activity programming. "
aa39da20-926f-4cd0-9c5f-588f108cf963,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR§441.301(c)(4)(iii),,"Does the setting use restrictive measures with people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed sample care plans where individuals utilized what appeared to be medically necessary restraints. However, there was no detailed process within the care plan as to how the setting ensures these are used safely and released. There was no policy or procedure related to restrictive measures.
 "
f6a852e2-4e3e-45bd-b3b3-320537bad5be,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR§441.301(c)(4)(iii),,"Does the settings policy mirror Wisconsin restrictive measure policy and procedure for people receiving HCBS?
Reviewer Observation Comment:
Reviewer did not observe evidence to support how this benchmark is being met. There is no restrictive measures policy despite the setting including some individuals who may be using medically necessary
restrictive devices."
4a28aec6-2ccb-4e11-9d69-83880b0aa3bb,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Do people who receive HCBS make meaningful choices in their daily non-work activities?
Reviewer Observation Comment:
The reviewer observed comprehensive care plan samples that detailed individual interests and goals for non work activities. The reviewer observed that these did not carry over onto the activity schedule samples. The activity schedule was outlined in the handbook and appeared to be set from day to day and week to week. The reviewer observed no individualized activity programming taking place. "
879cffb8-5cbb-48ca-9e2a-eed5cdf527e8,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Does the setting offer any of the following options to meet physical environment goals and needs for people receiving HCBS?
Reviewer Observation Comment:
The reviewer did not observe evidence to support how this benchmark is being met."
d9a012ef-10b0-47b7-82d1-aa9f54e36c7d,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Does the setting allow for people receiving HCBS to have a meal/snack at the time and place of their choosing?
Reviewer Observation Comment:
The reviewer observed that per the self survey the setting does not allow for people to have a snack or meal at the time of their choosing. The reviewer observed no choice information as it relates to meals and break times within the documentation submitted. "
92048ac5-ad99-4cf3-b77b-d5819514ca1c,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Does the setting post and provide information on individual rights for people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed no evidence of how this benchmark is being met"
fb2330ff-c09d-4bf6-b006-8366fce8eb88,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Is the setting accessible per the Americans with Disabilities Act?
Reviewer Observation Comment:
The reviewer observed no photos or policy and procedure in how the setting meets ADA requirements"
c729e5b7-3bfe-4990-b3a5-d5415d108d8e,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Does the setting afford the opportunity for tasks and activities matched to people’s age, skills, abilities, or desires/goals who receive HCBS?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met"
d1b6499e-f71d-47d8-89d3-1e8d6985ec56,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Rights and Protection,42 CFR §441.301(c)(4)(iv),,"Does the setting provide opportunities for private dining if requested by the person receiving HCBS?
Reviewer Observation Comment:
The reviewer observed no photos of the dining areas or if private dining is available upon request."
33416703-a662-4968-bd45-bb2a7f364d7e,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting afford people receiving HCBS full access to dining areas with comfortable seating and opportunity to converse with others during break or meal times? (Note: People’s dietary restrictions or medical conditions that don’t allow access to food at any time should be excluded when considering the answer to this question)
Reviewer Observation Comment:
The reviewer observed no photos of the meal areas or break areas that would supply evidence that the setting offers a meal setting where people are freely able to engage with others and walk around. "
9a37263c-c5ca-4fb8-8a51-f21c0b96f306,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting allow people receiving HCBS to choose with whom they spend their time while outside the setting? (During service hours)
Reviewer Observation Comment:
The reviewer observed no evidence to suggest that individuals can choose whom they spend time with outside the setting during service hours.
"
02d72ed1-c33e-46a5-afad-0bc77ad01cd9,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting provide training and support to people receiving HCBS about informed decision making and autonomy?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met."
43ab09bb-2cf0-4066-bd27-38f9acfbbfd5,1b13eddc-3f76-45d3-9ccc-5a6028c0cb1c,Safety / Facilities,42 CFR §441.301(c)(4)(v) ,,"Does the setting ensure staff is knowledgeable about the capabilities, interests, preferences, and needs of people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met."
4dcbc388-8488-43ee-8bb9-0d7379d96dc0,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(i) ,,"Does the setting offer opportunities for people receiving HCBS to seek competitive integrated employment in the community in addition to the setting?
Reviewer Observation Comment:
The reviewer did not observe evidence to support how this benchmark is being met."
ac8c182e-33e6-4211-97ee-989f8622daee,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(i) ,,"Does the setting provide transportation for people receiving HCBS to the broader community when requested?
Reviewer Observation Comment:
The reviewer observed a transportation policy within the handbook that the individuals caregivers are expected to drop off and pick up individuals from the setting. There is no evidence that the setting transports individuals from the setting into the broader community and no policy statement about whether the setting offers transportation. There were no transportation resources within the documentation submitted or photo of posted resources in the setting."
998fe500-9a22-4079-aa97-792a0b06025b,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(i) ,,"Does the setting utilize transportation that allows access to the broader community and activities including paid employment for people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed no policy about how the setting assists in coordination of transportation for community-based activities or how individuals with paid employment in the community are transported."
df93cdd7-3599-4405-bdac-a6ff05f05c40,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(i) ,,"Does the setting allow people to choose where they keep their monetary resources?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met."
f96adcdd-ed92-4ee9-a2b3-f2ae64379574,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(i) ,,"Does the setting provide vending machines, a cafeteria, restaurant, and/or shopping opportunities, etc, for people receiving HCBS to make decisions about how to spend their own money?
Reviewer Observation Comment:
The reviewer observed no monetary policy and did not observe if there are vending machines or other opportunities for individuals to make choices in how they spend their money in the setting. The reviewer found no evidence of shopping or going out to eat or other community-based outings that would allow routine choices in how participants spend their money. "
7c7d65c4-2cd3-43e6-a42a-cc9d56730e04,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(ii),,"Does the setting ensure individual needs and preferences of people receiving HCBS are taken into
consideration?
Reviewer Observation Comment:
The reviewer observed comprehensive care plans and noted that the setting collects individual
information about participants, but did not observe how individual needs and preferences were taken
into consideration."
fa786b6a-a4a2-4a5f-adf2-4666d6bdc853,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(ii),,"Is the setting able to adapt activities and schedules to the needs and preferences of people who receive
HCBS?
Reviewer Observation Comment:
The reviewer observed no evidence suggesting that activities and schedules are adapted to participants'
needs and preferences upon request. "
bc858863-bd88-4aff-addb-85348098dd5b,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(ii),,"Does the setting provide people receiving HCBS with the choice of services offered in non-disability
specific settings?
Reviewer Observation Comment:
The reviewer did not observed evidence to support how this benchmark is being met."
a3072ec9-5bf7-451d-8db8-94459c016285,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(ii),,"Does the setting require all direct-support professionals to be trained in person-centered planning
strategies?
Reviewer Observation Comment:
The reviewer observed no staff training related to person centered planning or a policy and procedure
outlining that staff are required to be familiar with the care plans for those they serve. "
411f2234-45bd-481f-b5f5-efed24c6a366,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR§441.301(c)(4)(iii),,"Does the setting use restrictive measures with people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed sample care plans in which individuals utilized what appeared to be medically
necessary restraints, however, there was no detailed process within the care plan as to how the setting
ensures these are used safely and released. There was no RM policy or procedure. "
d79e89ae-7f80-453a-8a73-edf658d8aa18,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR§441.301(c)(4)(iii),,"Does the settings policy mirror Wisconsin restrictive measure policy and procedure for people receiving
HCBS?
Reviewer Observation Comment:
The reviewer observed that there are individuals within the setting using medically necessary devicies,
however setting had no policy matching state restrictive measures policy. "
47e6ffa3-4985-46d8-9657-4202860c29b2,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting offer any of the following options to meet physical environment goals and needs for
people receiving HCBS?
Reviewer Observation Comment:
The reviewer did not observe evidence demonstrating that setting offers areas for individuals to enjoy
privacy or experience calming activities"
889fe8e0-a869-4190-b224-83fe70f63cf1,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Do people who receive HCBS make meaningful choices in their daily non-work activities?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met."
a1b5d519-4f9f-438d-bfe9-62f5be5da720,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR § 41.301(c)(4)(iv),,"Does the setting afford the opportunity for tasks and activities matched to people’s age, skills, abilities,
or desires/goals who receive HCBS?
Reviewer Observation Comment:
The reviewer observed no evidence to support how this benchmark is being met"
1df5abc1-e1b9-4951-a58a-2e0261c627da,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting post and provide information on individual rights for people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed paragraph within the handbook about participant rights however it lacked much
detail and there was no photo of rights posted in the setting. "
af07d9d3-adba-4ef6-b62d-0e95cdb703f4,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Is the setting accessible per the Americans with Disabilities Act?
Reviewer Observation Comment:
The reviewer observed no photos or policy and procedure in how the setting meets ADA requirements. "
afd5f189-522e-4678-a83f-6f2a36fbfcd5,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting provide opportunities for private dining if requested by the person receiving HCBS?
Reviewer Observation Comment:
The reviewer observed no photos of dining areas and could not determine if private dining is available
upon request"
1c309daa-a09f-4008-887a-29be73641b83,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting allow for people receiving HCBS to have a meal/snack at the time and place of their
choosing?
Reviewer Observation Comment:
The reviewer observed that per the self survey the setting does not allow for people to have a snack or
meal at the time of their choosing. The reviewer observed no choice information as it relates to meals
and break times within the documentation submitted. "
0557f9d1-d63c-426f-9c69-717cae9bb2b0,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting afford people receiving HCBS full access to dining areas with comfortable seating and
opportunity to converse with others during break or meal times? (Note: People’s dietary restrictions or
medical conditions that don’t allow access to food at any time should be excluded when considering the
answer to this question)
Reviewer Observation Comment:
The reviewer observed no photos or other evidence of meal areas or break areas demonstrating that the
setting offers a meal area where people are able to walk around and engage freely with others. "
0e1307b9-472d-43f0-9d52-d9cc3c629e5b,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(iv),,"Does the setting allow people receiving HCBS to choose with whom they spend their time while outside
the setting?
(During service hours)
Reviewer Observation Comment:
It was unclear from documentation submitted, if an individual can choose who they engage with outside
the setting during service hours. "
e84d1a91-956d-4dab-b1f6-7646dc00c7b5,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(v) ,,"Does the setting allow people receiving HCBS to choose which of the setting’s employees provide his/her
services?
Reviewer Observation Comment:
The reviewer observed no evidence suggesting that individuals are able to choose which staff they work
with within reason. "
e43942ec-5715-43c8-94c1-fad62cf6087c,015aa5c8-fd9e-49e1-88ef-9302331a16ee,Safety / Facilities,42 CFR §441.301(c)(4)(v) ,,"Does the setting ensure staff is knowledgeable about the capabilities, interests, preferences, and needs
of people receiving HCBS?
Reviewer Observation Comment:
The reviewer observed sample staff training schedule that did not include person centered planning, that
staff are required to be familiar with the care plans of those they serve, no personal care specific training
or procedures, no privacy and confidentiality training, no training in adaptive aides or equipment."
c9516be0-8d06-45d1-83a7-c0b759bee00e,8cbcf226-573b-474a-a3d8-f12cd9742c76,Safety / Facilities,9 CSR 45 -5.010 (3)(D)2.W,,"For six individual records containing order for adaptive equipment, none contained documentation of staff training for the use of the individuals’ adaptive equipment specific to the individual’s needs. Staff reported that training had not been completed as of the date of the follow-up survey."
87880d51-a872-4071-bce2-db0bfa6d53de,875df36f-add6-40cc-a903-12e24b8b7e72,Safety / Facilities,SCCMHA Auditing Procedure,,"COMMENTS: Provider has only one repeat citation from the last annual audit in the area of Pre-Hire Screening. Provider received a partial citation in this area during the last annual audit and received another citation in this area during the current annual audit, making this area first year repeat citation. However, as it appears Provider has made corrections to ensure no repeat citations for the remainder of citations noted during the last annual audit, this area will only be scored as a partial citation as opposed to a non-compliance. RECOMMENDATIONS: Provider to ensure an effective plan of correction is put into place for the area listed above. Provider is also expected to correct recommendations received in this report to ensure a citation is not given in the next annual audit."
